time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
15.317926,-0.0186,0.0027,0.0265,0.032
15.342567,-0.0132,-0.0111,0.0018,0.017
15.359558,-0.0177,-0.0013,0.0249,0.031
15.378494,-0.017,-0.0056,0.0052,0.019
15.398826,0.0119,-0.0053,0.0188,0.023
15.418964,-0.0171,-0.0238,-0.0052,0.03
15.442952,-0.1054,0.0428,0.0458,0.123
15.459793,-0.0127,0.0509,-0.0236,0.057
15.480023,0.03,-0.0351,-0.0556,0.072
15.500246,-0.008,-0.0986,0.0007,0.099
15.520248,0.0484,0.0154,0.0268,0.057
15.541565,0.0654,0.0763,-0.0586,0.116
15.560889,-0.0305,0.0173,-0.076,0.084
15.581354,-0.0615,-0.0206,-0.0134,0.066
15.601498,-0.0169,0.0033,0.0287,0.033
15.621656,0.0215,0.0353,0.0079,0.042
15.641798,0.0581,0.0009,-0.0074,0.059
15.662527,0.0654,-0.0088,0.0113,0.067
15.682466,0.0065,-0.0091,-0.0166,0.02
15.703136,-0.0452,0.01,-0.001,0.046
15.723898,-0.0435,0.0239,0.0326,0.059
15.749758,-0.0086,-0.0146,0.0164,0.024
15.764095,0.0105,-0.0147,0.02,0.027
15.784499,0.0245,0.0043,0.0036,0.025
15.804323,0.0195,-0.0013,-0.0302,0.036
15.824716,0.0051,-0.016,-0.0302,0.035
15.849982,0.0048,-0.0111,0.0035,0.013
15.868219,0.0095,-0.0061,0.008,0.014
15.885518,0.0234,0.017,0.0218,0.036
15.906198,0.0085,0.0246,-0.0069,0.027
15.926239,0.0035,0.0131,0.0168,0.022
15.948584,0.0083,-0.0311,0.0258,0.041
15.966896,0.0081,-0.0404,-0.0121,0.043
15.987324,-0.0159,-0.0159,-0.0204,0.03
16.007723,-0.0059,-0.0064,-0.0099,0.013
16.027816,-0.0009,-0.0069,0.0095,0.012
16.048014,0.0081,-0.012,0.0003,0.014
16.068403,0.0074,0.0018,0.0053,0.009
16.088441,0.0072,0.0107,0.0103,0.016
16.109502,-0.0121,0.0004,0.0299,0.032
16.129026,-0.0212,-0.0187,0.0202,0.035
16.14947,-0.0112,0.0006,-0.0081,0.014
16.169892,0.0124,0.0097,-0.0356,0.039
16.189862,0.026,0.0043,0.0136,0.03
16.210467,0.0575,-0.0061,0.0384,0.069
16.229968,0.0178,-0.0212,0.0214,0.035
16.251998,-0.0395,0.0018,0.0092,0.041
16.270741,-0.0432,-0.0172,-0.0176,0.05
16.29212,-0.0465,-0.0253,0.0115,0.054
16.312123,-0.0449,-0.0178,0.0019,0.048
16.332616,0.0693,0.0219,0.0149,0.074
16.353355,0.0849,0.0124,-0.0165,0.087
16.372819,-0.0452,-0.0111,0.0005,0.047
16.393043,-0.0576,-0.0051,0.0307,0.065
16.414062,-0.0137,0.0519,-0.0249,0.059
16.433864,0.0195,0.0412,-0.0043,0.046
16.453665,0.0143,0.0126,0.0291,0.035
16.475235,0.0415,0.0083,0.0141,0.045
16.495766,-0.0023,0.0275,-0.0131,0.031
16.514978,-0.012,0.0084,-0.0157,0.022
16.535266,-0.0073,-0.024,0.0142,0.029
16.556254,-0.0122,-0.0175,-0.0084,0.023
16.575731,-0.0119,-0.0017,-0.0072,0.014
16.597787,0.007,0.0042,0.0176,0.019
16.617943,0.0064,-0.0002,-0.01,0.012
16.651732,-0.0033,-0.0135,-0.0033,0.014
16.669894,-0.0034,0.0063,0.031,0.032
16.681039,-0.0176,0.0019,0.0262,0.032
16.697913,-0.0222,0.0067,0.012,0.026
16.718895,-0.0075,0.0113,0.0217,0.026
16.751558,0.0019,0.0143,0.0214,0.026
16.763892,-0.0122,-0.0002,0.0161,0.02
16.779557,-0.0308,-0.0191,0.0201,0.041
16.799747,-0.0198,-0.0182,-0.0005,0.027
16.821131,0.014,-0.0029,-0.0205,0.025
16.850642,0.0185,-0.0074,-0.0017,0.02
16.861181,-0.0006,-0.0122,0.0029,0.012
16.881623,-0.0101,-0.0164,-0.003,0.019
16.902436,0.0093,-0.011,-0.0089,0.017
16.922586,0.0046,0.0223,-0.0338,0.041
16.949618,0.0043,0.035,-0.015,0.038
16.965125,0.0185,0.0343,-0.0057,0.039
16.983048,0.0088,0.0231,0.013,0.028
17.003694,-0.0572,-0.0252,0.0122,0.064
17.024469,-0.0406,-0.0016,0.0323,0.052
17.050109,0.0044,0.0072,-0.0199,0.022
17.063727,0.033,-0.0115,0.0012,0.035
17.084469,0.0135,-0.0197,-0.0201,0.031
17.104848,0.0559,0.0335,0.0015,0.065
17.125477,0.0497,0.0233,0,0.055
17.150227,-0.0735,-0.034,0.0164,0.083
17.166027,-0.0617,-0.0334,0.0189,0.073
17.186628,-0.0122,0.0288,-0.0122,0.034
17.206597,0.0261,0.0468,-0.0321,0.062
17.227784,0.039,0.0162,0.0136,0.044
17.247961,0.0056,-0.0036,0.039,0.04
17.267685,-0.0032,-0.0088,-0.0213,0.023
17.287344,-0.0073,0.0007,-0.0136,0.015
17.307669,-0.0018,-0.004,-0.0058,0.007
17.328047,-0.02,-0.0182,0.0301,0.04
17.349832,-0.0002,-0.0363,0.0174,0.04
17.367923,0.0098,-0.0352,0.0136,0.039
17.388918,0.01,-0.0156,0.0005,0.019
17.408717,0.0104,0.0129,-0.017,0.024
17.429968,-0.0035,-0.002,-0.0154,0.016
17.450435,-0.0213,-0.0447,0.0094,0.05
17.470251,-0.0297,-0.053,0.0019,0.061
17.490628,-0.0139,-0.0415,0.0121,0.045
17.511516,0.0251,-0.0159,0.0018,0.03
17.53151,0.0253,0.018,-0.012,0.033
17.557375,0.0113,-0.0006,-0.0303,0.032
17.571834,0.0022,-0.0142,-0.0232,0.027
17.592591,0.0453,-0.0134,-0.0125,0.049
17.612518,0.0351,-0.0078,-0.0116,0.038
17.633899,-0.003,-0.0071,-0.0243,0.025
17.654542,0.0117,0.0121,0.0023,0.017
17.673091,0.0118,0.0213,0.0098,0.026
17.694069,-0.0068,0.0109,-0.0125,0.018
17.715633,-0.0013,0.001,-0.0237,0.024
17.736355,0.0273,-0.0038,-0.0203,0.034
17.755248,0.0547,-0.0039,0.0265,0.061
17.775395,-0.0124,-0.0082,0.0251,0.029
17.796203,-0.0449,0.0109,0.0376,0.06
17.817524,-0.0523,0.0197,0.0024,0.056
17.837224,-0.0127,-0.023,0.0053,0.027
17.857767,-0.012,-0.0255,0.0503,0.058
17.876702,0.078,0.0137,0.0284,0.084
17.897375,0.1075,0.0035,-0.0189,0.109
17.917766,-0.0043,-0.0162,-0.0266,0.031
17.938136,-0.0651,-0.0112,-0.0016,0.066
17.963971,-0.0483,0.0265,-0.029,0.062
17.979179,-0.0001,0.0069,-0.0184,0.02
17.998907,0.042,-0.0216,0.0058,0.048
18.019258,0.0498,-0.0063,0.0481,0.07
18.039322,-0.0088,0.0313,0.0191,0.038
18.062728,-0.0552,0.0534,0.0012,0.077
18.080295,-0.0256,0.0237,0.0162,0.038
18.100331,-0.0013,-0.029,0.0349,0.045
18.11254,-0.0655,-0.0069,0.0362,0.05
18.27538,-0.0598,0.0256,0.0864,0.02
