time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
9.572524,-0.1222,-0.9389,1.7373,1.979
9.584837,-0.0068,-1.1819,1.3239,1.775
9.60333,-0.051,-1.6496,0.8647,1.863
9.639359,-0.6614,-1.606,1.2112,2.117
9.671596,-0.9828,-2.4661,0.0826,2.656
9.672096,-0.9828,-2.4661,0.0826,2.656
9.685432,-1.3611,-2.5691,-1.1162,3.114
9.704539,-1.4256,-2.3534,-2.2537,3.557
9.738314,-0.1698,-0.9192,-1.5059,1.772
9.770291,1.2378,-0.4278,-0.7144,1.492
9.770857,1.2378,-0.4278,-0.7144,1.492
9.78577,1.5014,-0.6825,-1.0154,1.937
9.80765,0.8673,-0.5671,-1.9954,2.248
9.838087,0.8005,-0.5531,-2.8666,3.027
9.871208,0.6401,-0.4465,-2.1577,2.295
9.871723,0.6401,-0.4465,-2.1577,2.295
9.887223,0.6411,-0.6683,-1.9237,2.135
9.912398,0.1674,-0.7587,-2.0536,2.196
9.938099,0.255,-0.7477,-1.5841,1.77
9.965809,0.5668,-0.3697,-0.5905,0.898
9.974506,0.5731,-0.6077,-0.5742,1.014
9.995529,0.3822,-0.7677,-0.8082,1.178
10.015274,0.4198,-0.6947,-0.732,1.093
10.038866,0.3126,-0.2918,-0.3592,0.558
10.071854,0.2874,0.193,0.2727,0.441
10.086532,0.649,-0.0158,0.5489,0.85
10.103022,0.6532,-0.0551,1.0215,1.214
10.119902,0.3586,0.0814,1.9099,1.945
10.136747,0.4088,0.2121,3.2995,3.332
10.156483,1.0913,-0.0586,3.8381,3.991
10.188293,0.0746,0.4282,2.1763,2.219
10.201945,0.0957,0.3385,1.5575,1.597
10.220327,1.0813,-0.2981,1.7777,2.102
10.255479,1.9224,-1.5122,5.5175,6.035
10.286243,-0.1815,-2.0265,2.3524,3.11
10.286985,-0.1815,-2.0265,2.3524,3.11
10.305273,-1.3582,-1.7763,0.6918,2.341
10.320538,-2.0473,-1.1068,-1.2698,2.651
10.357468,0.5067,-0.0521,-0.7357,0.895
10.390417,2.0456,-0.0897,1.4065,2.484
10.391346,1.8581,-0.0832,1.5007,2.39
